Disciplina;NivelDisciplina;Ementa;Bibliografia;Programa
BG790;G;"Objetivos e progressos atuais da cultura de tecidos vegetais. Organização de um laboratório de cultura de tecidos vegetais. Equipamentos e técnicas. Meios de Cultura. Interação hormonal. Culturas de calos: indução e manutenção; Regeneração de plantas: morfogênese e embriogênese. Cultura da meristemas, anteras, microsporos.";; 
BG798;G;Estágio supervisionado envolvendo aspectos de Genética Molecular em laboratórios de Genética Animal, Citogenética, Genética de Microrganismos e Genética Vegetal, oferecido para alunos que fizeram a opção B.;; 
BG799;G;Estágio supervisionado envolvendo elementos básicos das disciplinas do Departamento, sendo que na parte prática, o aluno executará experimentos ligados às pesquisas em andamento nas áreas de Genética Animal, Citogenética, Genética de Microrganismos e Genética Vegetal, oferecido para alunos que fizeram opção A.;; 
BG800;G;"Est&#225;gio supervisionado a ser cumprido por alunos do curso de Bacharelado em Ci&#234;ncias Biol&#243;gicas na &#225;rea de Gen&#233;tica e Evolu&#231;&#227;o do departamento de Gen&#233;tica, Evolu&#231;&#227;o e Bioagentes.";;
BG801;G; ;; 
BG802;G; ;; 
BG805;G; ;; 
BG806;G; ;; 
BG807;G; ;; 
BG808;G; ;; 
BG810;G;Estágio supervisionado a ser cumprido por alunos do curso de Bacharelado em Ciências Biológicas, modalidade Médica, em uma das áreas de pesquisa do departamento de Genética e Evolução.;; 
BG812;G;"Est&#225;gio supervisionado a ser cumprido por alunos do curso de Bacharelado em Ci&#234;ncias Biol&#243;gicas na &#225;rea de pesquisa em Evolu&#231;&#227;o do Departamento de Gen&#233;tica, Evolu&#231;&#227;o e Bioagentes.";;
BG824;G; ;; 
BG834;G; ;; 
BG844;G; ;; 
BG845;G;"Conceitos introdutórios da teoria; Darwin e a ""Origem das espécies"", a síntese evolutiva.";; 
BG850;G;"A utiliza&#231;&#227;o de organismos geneticamente modificados tem despertado grande interesse na sociedade. O curso visa abordar o conhecimento sobre o que &#233; o gene, a base molecular da transgenia e os m&#233;todos para obten&#231;&#227;o de OGM. O empreendedorismo dos alunos ser&#225; fortemente estimulado com aulas especialmente dedicadas a planos de neg&#243;cios, incubadoras, patentes, entre outros. As aplica&#231;&#245;es da biotecnologia e a an&#225;lise e gerenciamento dos riscos associados tamb&#233;m ser&#227;o abordados. Especial &#234;nfase ser&#225; dada aos estudos de impacto ambiental e elabora&#231;&#227;o de EIA/RIMA.";;
BG854;G; ;; 
BG864;G; ;; 
BG874;G; ;; 
BG880;G;"Importância do melhoramento de plantas. Sistemas reprodutivo das espécies cultivadas; origem e evolução das espécies cultivadas; variabilidade genética e bancos de germoplasma; endogamia e heterose; interação genótipo x ambiente e ensaios de produção; seleção e métodos de melhoramento de plantas autógamas e alógamas. Biotecnologia no melhoramento de plantas.";; 
BG884;G; ;; 
BG890;G;"Objetivos e progressos atuais da cultura de tecidos vegetais. Organização de um laboratório de cultura de tecidos vegetais. Equipamentos e técnicas. Meios de cultura. Interação hormonal. Cultura de calos: indução e manutenção; Regeneração de plantas; morfogênese e embriogênese. Cultura de meristemas, anteras, microsporos.";; 
BG898;G;Estágios supervisionados envolvendo aspectos de Genética Molecular em laborátorios de Genética Animal, Citogenética, Genética de Microrganismos e Genética Vegetal, oferecidos para alunos que fizeram a opção B.;; 
BG899;G;Estágio supervisionado envolvendo elementos básicos das disciplinas do Departamento, sendo que na parte prática, o aluno executará experimentos ligados às pesquisas em andamento nas áreas de Genética Animal. Citogenética, Genética de Microrganismos e Genética Vegetal, oferecido para alunos que fizeram a opção A.;; 
BH110;G; ;; 
BH122;G; ;; 
BH123;G;Noções básicas sobre citologia, histologia geral e especial, e embriologia, compreendendo o estudo histológico dos principais órgãos e sistemas.;; 
BH125;G;Noções básicas sobre citologia e histologia geral e especial, compreendendo o estudo histológico dos principais órgãos e sistemas.;; 
BH127;G;Embriologia geral: introdução à embriologia, fecundação, implantação, gastrulação, neurulação, dobramentos e fechamento do corpo do embrião, anexos fetais, período fetal e malformações congênitas. Embriologia dos  sistemas: digestivo, respiratório, urinário, cardiovascular, cabeça e pescoço.;; 
BH131;G;"No&#231;&#245;es b&#225;sicas sobre Biologia Tecidual geral e dos segmentos da cabe&#231;a e pesco&#231;o envolvidos nos processos fono-articulat&#243;rios.";;
BH132;G;"Embriologia geral: introdu&#231;&#227;o &#224; embriologia e aos defeitos cong&#234;nitos, gametog&#234;nese, fecunda&#231;&#227;o, fen&#244;menos pr&#233;-implantacionais, implanta&#231;&#227;o, gastrula&#231;&#227;o, neurula&#231;&#227;o, dobramentos e fechamento do corpo do embri&#227;o, anexos fetais e per&#237;odo fetal. Embriologia da cabe&#231;a, face, cavidade bucal, orelha, pesco&#231;o e aparelho respirat&#243;rio.";;
BH222;G; ;; 
BH231;G;"Noções fundamentais de citologia; estudo histológico e histofisiológico dos tecidos (epitelial, conjuntivo, muscular e nervoso), do sistema hematopoiético e dos órgãos dos sentidos. Noções gerais sobre o desenvolvimento morfogênico do embrião humano.";; 
BH280;G;Estudo histológico e histofisiológico básico dos tecidos (epitelial, conjuntivo, muscular, nervoso, linfóide e do sangue).;; 
BH282;G;Identificação e compreensão da diversidade morfofuncional das células. Biologia das associações e interações celulares para a composição dos diversos tecidos animais. Biologia do tecido epitelial na delimitação de ambientes e secreção celular. Biologia da matriz extracelular e sua organização na variedade dos tecidos conjuntivos. Biologia e integração das células dos tecidos conjuntivos. Biologia das diversidades e organizações morfofuncionais das células musculares. Biologia do tecido nervoso - citofisiologia dos neurônios e das células da glia.;; 
BH302;G; ;; 
BH311;G;Estudo morfológico e histofisiológico dos órgãos e sistemas. Embriogênese dos principais sistemas.;; 
BH380;G;Estudo descritivo e funcional da Anatomia Microscópica dos tecidos epitelial, conjuntivo, cartilaginoso, ósseo, muscular, nervoso, linfóide e do sangue. Estudo dos órgãos hemocitopoéticos, dos órgãos dos sentidos e dos sistemas tegumentar, circulatório, respiratório, digestivo, endócrino, genital masculino, genital feminino e urinário. Bases teóricas e práticas para a preparação de lâminas histológicas permanentes, sob a forma de estágio, opcional.;; 
BH381;G;Estudo morfológico e histofisiológico dos órgãos e sistemas.;; 
BH382;G;Biologia tecidual aplicada na correlação morfofuncional em órgãos e, sistemas e sua pluralidade nos vertebrados.;; 
BH420;G;"Gametog&#234;nese, fertiliza&#231;&#227;o e in&#237;cio da embriog&#234;nese. Gastrula&#231;&#227;o e forma&#231;&#227;o dos prim&#243;rdios de &#243;rg&#227;os. Embriog&#234;nese e organog&#234;nese de dros&#243;fila, equinodermos, anf&#237;bios, aves e mam&#237;feros. T&#243;picos de embriologia experimental. Teratologia.";;
BH422;G; ;; 
BH480;G;Gametogênese, fertilização e início da embriogênese. Gastrulação e formação dos primórdios de órgãos. Embriogênese e organogênese dos equinodermos, anfíbios, aves e mamíferos. Tópicos de embriologia experimental. Teratologia.;; 
BH482;G;Identificação e compreensão da diversidade morfofuncional das células. Biologia das associações e interações celulares para a composição dos diversos tecidos animais. Biologia do tecido epitelial na delimitação de ambientes e secreção celular. Biologia da matriz celular e sua organização na variedade dos tecidos conjuntivos. Biologia e integração das células dos tecidos conjuntivos. Biologia das diversidades e organizações morfofuncionais das células musculares. Biologia do tecido nervoso - citofisiologia dos neurônios e das células da glia.;; 
BH484;G;Estudo dos processos do desenvolvimento, incluindo aspectos morfológicos, bem como os mecanismos celulares e moleculares universais que atuam na Embriogênese e na Diferenciação Celular. Estes processos serão abordados no contexto do desenvolvimento de diferentes organismos vertebrados e invertebrados, de forma a promover uma ampla compreensão dos eventos que ocorrem no desenvolvimento animal, da fecundação à formação do organismo completo.;; 
BH500;G;"Introdu&#231;&#227;o &#224; abordagem cient&#237;fica na solu&#231;&#227;o de problemas relacionados aos estudos em Histologia. Teorias e hip&#243;teses, levantamento de dados, execu&#231;&#227;o de protocolos e t&#233;cnicas, an&#225;lise de resultados. Elabora&#231;&#227;o de relat&#243;rios de pesquisa e de outras formas de divulga&#231;&#227;o.";;
BH501;G;"Introdu&#231;&#227;o &#224; abordagem cient&#237;fica na solu&#231;&#227;o de problemas relacionados aos estudos em Embriologia.&#160;Teorias e hip&#243;teses, levantamento de dados, execu&#231;&#227;o de protocolos e t&#233;cnicas, an&#225;lise de resultados. Elabora&#231;&#227;o de relat&#243;rios de pesquisa e de outras formas de divulga&#231;&#227;o.";;
BH502;G;"Introdu&#231;&#227;o &#224; abordagem cient&#237;fica na solu&#231;&#227;o de problemas relacionados aos estudos em Biologia Tecidual.&#160;Teorias e hip&#243;teses, levantamento de dados, execu&#231;&#227;o de protocolos e t&#233;cnicas, an&#225;lise de resultados. Elabora&#231;&#227;o de relat&#243;rios de pesquisa e de outras formas de divulga&#231;&#227;o.";;
BH511;G;"Introdu&#231;&#227;o &#224; abordagem cient&#237;fica na solu&#231;&#227;o de problemas relacionados aos estudos em Biologia do Desenvolvimento.&#160;Teorias e hip&#243;teses, levantamento de dados, execu&#231;&#227;o de protocolos e t&#233;cnicas, an&#225;lise de resultados. Elabora&#231;&#227;o de relat&#243;rios de pesquisa e de outras formas de divulga&#231;&#227;o.";;
BH515;G;Introdução às técnicas de histoprocessamento e histotécnicas de materiais de origem animal e vegetal. Fundamentos da Citoquímica. Cultivo celular primário e de linhagens estabelecidas de origem animal para fins de bioensaios. Princípios de microscopia de luz e processamento de imagens.;; 
BH520;G;"Princ&#237;pios celulares e moleculares do desenvolvimento animal e vegetal. Controle gen&#233;tico e molecular da diferencia&#231;&#227;o celular. Polaridade e informa&#231;&#227;o posicional. Organog&#234;nese e desenvolvimento de estruturas especializadas. Evolu&#231;&#227;o e Desenvolvimento.";;
BH580;G;;;
BH582;G;Biologia tecidual aplicada na correlação morfofuncional em órgãos e, sistemas e sua pluralidade nos vertebrados.;; 
BH584;G;"Bases moleculares do desenvolvimento. Estudo dos mecanismos de regula&#231;&#227;o da express&#227;o g&#234;nica  na  Embriog&#234;nese e processos p&#243;s-natais de desenvolvimento. Sinaliza&#231;&#227;o molecular na morfog&#234;nese e organog&#234;nese.";;
BH586;G;"Introdu&#231;&#227;o &#224; biologia das c&#233;lulas-tronco embrion&#225;rias, explorando o seu estado pluripotente e as suas semelhan&#231;as e diferen&#231;as com os diferentes tipos celulares do embri&#227;o em desenvolvimento.";;
BH600;G;Introdução à abordagem científica na solução de problemas relacionados aos estudos em Histologia. Teorias e hipóteses levantamento de dados, execução de protocolos e técnicas, análise de resultados. Elaboração de relatórios de pesquisa e de outras formas de divulgação.;; 
BH601;G;Introdução à abordagem científica na solução de problemas relacionados aos estudos em Biologia do desenvolvimento. Teorias e hipóteses, levantamento de dados, execução de protocolos e técnicas, análise de resultados. Elaboração de relatórios de pesquisa e de outras formas de divulgação.;; 
BH602;G;"Introdu&#231;&#227;o &#224; abordagem cient&#237;fica na solu&#231;&#227;o de problemas relacionados aos estudos em Biologia Tecidual.&#160;Teorias e hip&#243;teses, levantamento de dados, execu&#231;&#227;o de protocolos e t&#233;cnicas, an&#225;lise de resultados. Elabora&#231;&#227;o de relat&#243;rios de pesquisa e de outras formas de divulga&#231;&#227;o.";;
BH611;G;"Introdu&#231;&#227;o &#224; abordagem cient&#237;fica na solu&#231;&#227;o de problemas relacionados aos estudos em Biologia do Desenvolvimento.&#160;Teorias e hip&#243;teses, levantamento de dados, execu&#231;&#227;o de protocolos e t&#233;cnicas, an&#225;lise de resultados. Elabora&#231;&#227;o de relat&#243;rios de pesquisa e de outras formas de divulga&#231;&#227;o.";;
BH620;G;"Gametog&#234;nese, fertiliza&#231;&#227;o e in&#237;cio da embriog&#234;nese. Gastrula&#231;&#227;o e forma&#231;&#227;o dos prim&#243;rdios de &#243;rg&#227;os. Embriog&#234;nese e organog&#234;nese de dros&#243;fila, equinodermos, anf&#237;bios, aves e mam&#237;feros. T&#243;picos de embriologia experimental. Teratologia.";;
BH652;G; ;; 
BH684;G;Aspectos morfológicos, celulares,  moleculares  e  funcionais da biologia do desenvolvimento humano. Embriologia geral e dos sistemas. Métodos de estudo e terapêuticos em medicina fetal. Correlações do desenvolvimento humano com as malformações congênitas.;; 
